school,year,games,wins,losses,ties,preseason_rank,postseason_rank,srs,sp_overall,sp_offense,sp_defense,first_name,last_name,hire_date
Ole Miss,2015,13,10,3,0,17,10,18.1,27,43.1,17.4,Hugh,Freeze,
Ole Miss,2016,12,5,7,0,11,,6.1,12.4,38.9,27.9,Hugh,Freeze,
Liberty,2019,13,8,5,0,,,-6.7,-2.6,29.3,32,Hugh,Freeze,
Maryland,2001,12,10,2,0,,11,13.3,13.7,40.1,28.9,Ralph,Friedgen,
Maryland,2002,14,11,3,0,21,13,15.1,16.6,36.8,22.2,Ralph,Friedgen,
Maryland,2003,13,10,3,0,15,17,17.7,20.8,37.6,17.7,Ralph,Friedgen,
Maryland,2004,11,5,6,0,22,,3.9,5.1,24.5,20,Ralph,Friedgen,
Maryland,2005,11,5,6,0,,,5.3,9,30.3,21.4,Ralph,Friedgen,
Maryland,2006,13,9,4,0,,,0.7,4.6,25.2,22.1,Ralph,Friedgen,
Maryland,2007,13,6,7,0,,,6.3,5.9,28.5,22.8,Ralph,Friedgen,
Maryland,2008,13,8,5,0,,,1.9,7.6,28.8,21.6,Ralph,Friedgen,
Maryland,2009,12,2,10,0,,,-5.5,-4.1,21.4,25.5,Ralph,Friedgen,
Maryland,2010,13,9,4,0,,23,7.5,11.9,29.9,18.3,Ralph,Friedgen,
Georgia Southern,2014,12,9,3,0,,,-0.1,-2.4,32,33.4,Willie,Fritz,
Georgia Southern,2015,13,9,4,0,,,4.0,7.3,32.8,26.5,Willie,Fritz,
Tulane,2016,12,4,8,0,,,-10.3,-14.6,15.7,28.4,Willie,Fritz,
Tulane,2017,12,5,7,0,,,-3.6,-5.7,28.5,35,Willie,Fritz,
Tulane,2018,13,7,6,0,,,-5.4,-3.5,23.8,28.3,Willie,Fritz,
Tulane,2019,13,7,6,0,,,4.7,7.5,33.1,25.9,Willie,Fritz,
UCF,2016,13,6,7,0,,,-1.2,-2.2,19.3,23.3,Scott,Frost,
UCF,2017,13,13,0,0,,6,20.7,14.1,40.5,26.9,Scott,Frost,
Nebraska,2018,12,4,8,0,,,2.5,5.4,32.7,26.9,Scott,Frost,
Nebraska,2019,12,5,7,0,24,,3.2,2.6,32.2,27.4,Scott,Frost,
Iowa,1998,11,3,8,0,,,-4.9,-5.1,22.9,28,Hayden,Fry,
Memphis,2012,12,4,8,0,,,-13.9,-10,19.3,29.2,Justin,Fuente,
Memphis,2013,12,3,9,0,,,-8.6,-3.2,18,24.3,Justin,Fuente,
Memphis,2014,13,10,3,0,,25,7.3,5.6,26.5,22,Justin,Fuente,
Memphis,2015,12,9,3,0,,,9.3,8,35.1,30.4,Justin,Fuente,
Virginia Tech,2016,14,10,4,0,,16,15.0,15.2,34.5,19.6,Justin,Fuente,
Virginia Tech,2017,13,9,4,0,21,24,14.8,14.3,27.8,14.4,Justin,Fuente,
Virginia Tech,2018,13,6,7,0,20,,-2.6,3.9,32.8,29.4,Justin,Fuente,
Virginia Tech,2019,13,8,5,0,,,4.5,8,29.9,23.3,Justin,Fuente,
Tennessee,1998,13,13,0,0,10,1,22.3,25.5,40.5,16.5,Phillip,Fulmer,
Tennessee,1999,12,9,3,0,2,9,21.1,26.7,40.3,15.2,Phillip,Fulmer,
Tennessee,2000,12,8,4,0,12,,9.9,12.2,37.2,26.9,Phillip,Fulmer,
Tennessee,2001,13,11,2,0,8,4,21.3,27,42.4,17.4,Phillip,Fulmer,
Tennessee,2002,13,8,5,0,5,,7.9,10.3,28.8,19.4,Phillip,Fulmer,
Tennessee,2003,13,10,3,0,12,15,12.6,16.2,35.4,20.6,Phillip,Fulmer,
Tennessee,2004,13,10,3,0,14,13,10.8,16.1,38.8,24.7,Phillip,Fulmer,
Tennessee,2005,11,5,6,0,3,,4.4,12.3,23.7,11.4,Phillip,Fulmer,
Tennessee,2006,13,9,4,0,23,25,15.6,18.9,35.9,18.3,Phillip,Fulmer,
Tennessee,2007,14,10,4,0,15,12,11.1,20.2,38.4,19.3,Phillip,Fulmer,
Tennessee,2008,12,5,7,0,18,,2.9,12,19.3,6.8,Phillip,Fulmer,
Georgia Tech,2002,13,7,6,0,,,5.4,8.2,29,22,Chan,Gailey,
Georgia Tech,2003,13,7,6,0,,,6.9,10.1,29.5,20.3,Chan,Gailey,
Georgia Tech,2004,12,7,5,0,,,9.4,12.4,30.4,19.1,Chan,Gailey,
Georgia Tech,2005,12,7,5,0,,,5.4,6.9,22.7,15.8,Chan,Gailey,
Georgia Tech,2006,14,9,5,0,,,7.2,13.5,26.2,13.2,Chan,Gailey,
Georgia Tech,2007,12,7,5,0,,,3.8,8.7,28.1,21.3,Chan,Gailey,
Eastern Michigan,2004,11,4,7,0,,,-22.0,-20.2,35.6,50.8,Jeff,Genyk,
Eastern Michigan,2005,11,4,7,0,,,-8.5,-18.5,19,37.5,Jeff,Genyk,
Eastern Michigan,2006,12,1,11,0,,,-18.8,-22,10.6,33.5,Jeff,Genyk,
Eastern Michigan,2007,12,4,8,0,,,-14.5,-24.8,18,41.5,Jeff,Genyk,
Eastern Michigan,2008,12,3,9,0,,,-18.2,-22,21.3,41.2,Jeff,Genyk,
Houston,2014,1,1,0,0,,,-2.3,5.4,30.4,23.6,David,Gibbs,
Washington,2003,12,6,6,0,17,,2.0,3.2,33,31.4,Keith,Gilbertson,
Washington,2004,11,1,10,0,,,-6.3,-10,22.6,31.7,Keith,Gilbertson,
Buffalo,2006,12,2,10,0,,,-20.9,-30.3,10,39,Turner,Gill,
Buffalo,2007,12,5,7,0,,,-11.9,-20.1,17.7,37.5,Turner,Gill,
Buffalo,2008,14,8,6,0,,,-1.7,-14.4,26.4,39.7,Turner,Gill,
Buffalo,2009,12,5,7,0,,,-9.2,-11.6,21.8,31.8,Turner,Gill,
Kansas,2010,12,3,9,0,,,-12.3,-17,15.8,31.9,Turner,Gill,
Kansas,2011,12,2,10,0,,,-10.3,-15,25.6,38.7,Turner,Gill,
Liberty,2018,12,6,6,0,,,-10.3,-19.7,25.1,41.7,Turner,Gill,
Wyoming,2003,12,4,8,0,,,-5.9,-3.5,32.6,35.4,Joe,Glenn,
Wyoming,2004,12,7,5,0,,,0.3,-1.6,30.1,32,Joe,Glenn,
Wyoming,2005,11,4,7,0,,,-5.0,-4,23.3,27.3,Joe,Glenn,
Wyoming,2006,12,6,6,0,,,-0.6,0.3,18.6,17.7,Joe,Glenn,
Wyoming,2007,12,5,7,0,,,-7.1,-5,15.9,21,Joe,Glenn,
Wyoming,2008,12,4,8,0,,,-15.9,-14.5,12.1,24.5,Joe,Glenn,
Temple,2006,12,1,11,0,,,-23.2,-33.3,7.7,38.7,Al,Golden,
Temple,2007,12,4,8,0,,,-18.3,-19,14.9,31.7,Al,Golden,
Temple,2008,12,5,7,0,,,-4.0,-9.4,19,27.9,Al,Golden,
Temple,2009,13,9,4,0,,,-2.2,-4.9,21.8,26.2,Al,Golden,
Temple,2010,12,8,4,0,,,-5.8,-5.2,20.9,25.4,Al,Golden,
Miami,2011,12,6,6,0,,,5.6,16.4,35.9,21.2,Al,Golden,
Miami,2012,12,7,5,0,,,2.6,8.2,36.9,28.8,Al,Golden,
Miami,2013,13,9,4,0,,,6.2,16.9,39.8,24,Al,Golden,
Miami,2014,13,6,7,0,,,9.1,13.9,35,21.3,Al,Golden,
Miami,2015,7,4,3,0,,,5.1,11,34.9,25.8,Al,Golden,
Duke,1998,11,4,7,0,,,-6.3,-11.7,26.6,35.9,Fred,Goldsmith,
UCF,2003,2,0,2,0,,,-17.2,-21.8,19.3,38.6,Alan,Gooch,
Rice,2006,13,7,6,0,,,-7.6,-10.5,25.1,34.4,Todd,Graham,
Tulsa,2007,14,10,4,0,,,0.2,-0.4,37.9,36.4,Todd,Graham,
Tulsa,2008,14,11,3,0,,,8.8,7,39.3,31.8,Todd,Graham,
Tulsa,2009,12,5,7,0,,,-6.5,-1.1,27.2,30.1,Todd,Graham,
Tulsa,2010,13,10,3,0,,24,3.5,0.4,35.2,35.1,Todd,Graham,
Pittsburgh,2011,12,6,6,0,,,2.8,5.6,25.6,20.9,Todd,Graham,
Arizona State,2012,13,8,5,0,,,13.3,16.6,35.2,18.8,Todd,Graham,
Arizona State,2013,14,10,4,0,,21,22.3,17.5,40,22,Todd,Graham,
Arizona State,2014,13,10,3,0,19,12,13.4,13.5,36.1,23.3,Todd,Graham,
Arizona State,2015,13,6,7,0,15,,6.9,10.2,34.9,27.2,Todd,Graham,
Arizona State,2016,12,5,7,0,,,-2.1,-3,32.2,37.6,Todd,Graham,
Arizona State,2017,13,7,6,0,,,2.6,1,33.9,33.1,Todd,Graham,
Ohio,1998,11,5,6,0,,,-9.6,-3.7,30.1,33.6,Jim,Grobe,
Ohio,1999,11,5,6,0,,,-6.9,-6.7,27.8,33.7,Jim,Grobe,
Ohio,2000,11,7,4,0,,,-0.5,-0.7,29.3,30.2,Jim,Grobe,
Wake Forest,2001,11,6,5,0,,,1.4,1.5,35.6,34.6,Jim,Grobe,
Wake Forest,2002,13,7,6,0,,,5.5,7.5,35.2,29.5,Jim,Grobe,
Wake Forest,2003,12,5,7,0,,,5.3,7.5,37.8,32.4,Jim,Grobe,
Wake Forest,2004,11,4,7,0,,,0.7,-0.9,26.2,27.3,Jim,Grobe,
Wake Forest,2005,11,4,7,0,,,-0.9,-3.9,23.3,27.1,Jim,Grobe,
Wake Forest,2006,14,11,3,0,,18,8.0,6.5,23.6,18.4,Jim,Grobe,
Wake Forest,2007,13,9,4,0,,,6.6,6.4,23.9,19,Jim,Grobe,
Wake Forest,2008,13,8,5,0,23,,7.6,6.4,20.3,13.6,Jim,Grobe,
Wake Forest,2009,12,5,7,0,,,3.1,3.3,32.6,28.3,Jim,Grobe,
Wake Forest,2010,12,3,9,0,,,-8.6,-12.1,20.7,32.4,Jim,Grobe,
Wake Forest,2011,13,6,7,0,,,-2.9,-3.5,26.4,28.9,Jim,Grobe,
Wake Forest,2012,12,5,7,0,,,-11.8,-11.9,20.1,30.1,Jim,Grobe,
Wake Forest,2013,12,4,8,0,,,-1.8,-2.8,19.4,21.3,Jim,Grobe,
Baylor,2016,13,7,6,0,23,,3.9,11.3,37,24.2,Jim,Grobe,
Virginia,2001,12,5,7,0,,,-1.0,-2.4,29.4,31.9,Al,Groh,
Virginia,2002,14,9,5,0,,22,9.2,13.8,39,26.9,Al,Groh,
Virginia,2003,13,8,5,0,18,,12.3,15.9,36.2,22.4,Al,Groh,
Virginia,2004,12,8,4,0,16,23,16.6,20,38.4,19.5,Al,Groh,
Virginia,2005,12,7,5,0,25,,5.6,5.6,29.2,23.6,Al,Groh,
Virginia,2006,12,5,7,0,,,-2.7,4.6,17,12.3,Al,Groh,
Virginia,2007,13,9,4,0,,,4.5,7.5,23.3,16.9,Al,Groh,
Virginia,2008,12,5,7,0,,,0.9,-0.6,19,18.6,Al,Groh,
Virginia,2009,12,3,9,0,,,1.7,0.7,19.2,19.2,Al,Groh,
Miami (OH),2010,1,1,0,0,,,-11.2,-6.7,21.9,26.6,Lance,Guidry,
Oklahoma State,2005,11,4,7,0,,,-8.9,1.1,25.4,24.3,Mike,Gundy,2005-01-03T00:00:00.000Z
Oklahoma State,2006,13,7,6,0,,,8.5,13.7,35.6,23.9,Mike,Gundy,2005-01-03T00:00:00.000Z
Oklahoma State,2007,13,7,6,0,,,9.3,13.1,43.2,28.9,Mike,Gundy,2005-01-03T00:00:00.000Z
Oklahoma State,2008,13,9,4,0,,16,16.2,23.4,46.5,24.5,Mike,Gundy,2005-01-03T00:00:00.000Z
Oklahoma State,2009,13,9,4,0,9,,7.3,14,28.7,16.6,Mike,Gundy,2005-01-03T00:00:00.000Z
Oklahoma State,2010,13,11,2,0,,13,18.8,25.9,42.9,19.5,Mike,Gundy,2005-01-03T00:00:00.000Z
Oklahoma State,2011,13,12,1,0,9,3,27.6,29.4,49.2,21.4,Mike,Gundy,2005-01-03T00:00:00.000Z
Oklahoma State,2012,13,8,5,0,19,,18.7,24,44.7,23.3,Mike,Gundy,2005-01-03T00:00:00.000Z
Oklahoma State,2013,13,10,3,0,13,17,21.4,21.8,36.8,14,Mike,Gundy,2005-01-03T00:00:00.000Z
Oklahoma State,2014,13,7,6,0,,,2.6,8.6,32,24,Mike,Gundy,2005-01-03T00:00:00.000Z
Oklahoma State,2015,13,10,3,0,,20,10.0,9.9,37.7,28.8,Mike,Gundy,2005-01-03T00:00:00.000Z
Oklahoma State,2016,13,10,3,0,21,11,12.4,16.4,42.4,27,Mike,Gundy,2005-01-03T00:00:00.000Z
Oklahoma State,2017,13,10,3,0,10,14,18.4,19.1,42.2,23,Mike,Gundy,2005-01-03T00:00:00.000Z
Oklahoma State,2018,13,7,6,0,,,9.6,13.8,42,28.9,Mike,Gundy,2005-01-03T00:00:00.000Z
Oklahoma State,2019,13,8,5,0,,,10.8,8.7,35,26.2,Mike,Gundy,2005-01-03T00:00:00.000Z
Utah State,2005,11,3,8,0,,,-20.5,-23.9,12.5,36.5,Brent,Guy,
Utah State,2006,12,1,11,0,,,-22.5,-32.1,10.6,39.7,Brent,Guy,
Utah State,2007,12,2,10,0,,,-15.4,-27.6,13.3,40,Brent,Guy,
Utah State,2008,12,3,9,0,,,-12.3,-18.9,17.3,37.2,Brent,Guy,
USC,1998,13,8,5,0,,,13.6,17.8,35.3,19,Paul,Hackett,
USC,1999,12,6,6,0,19,,5.0,9.2,35.7,28.3,Paul,Hackett,
USC,2000,12,5,7,0,15,,4.2,4.6,34.6,31.8,Paul,Hackett,
Florida State,2017,2,2,0,0,3,,10.1,22.8,33.3,12.5,Odell,Haggins,
Florida State,2019,4,2,2,0,,,0.2,1.8,30.2,27.1,Odell,Haggins,
Oregon State,2017,6,0,6,0,,,-16.5,-12.6,28.8,39.9,Cory,Hall,
Northern Illinois,2019,12,5,7,0,,,-14.5,-13.9,20.7,34.2,Thomas,Hammock,2019-01-18T00:00:00.000Z
Stanford,2007,12,4,8,0,,,-2.5,-6.7,21,27.4,Jim,Harbaugh,
Stanford,2008,12,5,7,0,,,1.9,2.2,30.2,29.5,Jim,Harbaugh,
Stanford,2009,13,8,5,0,,,11.0,10.7,39.2,30.6,Jim,Harbaugh,
Stanford,2010,13,12,1,0,,4,30.2,28.1,44.4,17.3,Jim,Harbaugh,
Michigan,2015,13,10,3,0,,12,17.5,19.7,35.2,16.2,Jim,Harbaugh,
Michigan,2016,13,10,3,0,7,10,24.1,24.4,34.8,11.1,Jim,Harbaugh,
Michigan,2017,13,8,5,0,11,,12.9,19.6,31.1,11.8,Jim,Harbaugh,
Michigan,2018,13,10,3,0,14,,19.0,22,35.5,14.3,Jim,Harbaugh,
Michigan,2019,13,9,4,0,7,18,18.1,20.7,35.7,16,Jim,Harbaugh,
Pittsburgh,1998,11,2,9,0,,,-5.9,-8,25.7,33.1,Walt,Harris,
Pittsburgh,1999,11,5,6,0,,,1.2,2.8,32.1,30.4,Walt,Harris,
Pittsburgh,2000,12,7,5,0,,,5.5,9.6,31.5,23.3,Walt,Harris,
Pittsburgh,2001,12,7,5,0,,,7.4,12,33.5,22.8,Walt,Harris,
Pittsburgh,2002,13,9,4,0,,19,10.5,14.5,32.7,19.2,Walt,Harris,
Pittsburgh,2003,13,8,5,0,10,,7.5,11,37.6,28.5,Walt,Harris,
Pittsburgh,2004,12,8,4,0,,25,3.4,6.4,32.1,27.4,Walt,Harris,
Stanford,2005,11,5,6,0,,,4.8,0.6,26.4,25.7,Walt,Harris,
Stanford,2006,12,1,11,0,,,-10.7,-14.1,14.8,27.6,Walt,Harris,
Arkansas State,2013,12,7,5,0,,,-6.6,-16.2,20.8,37.9,Bryan,Harsin,
Boise State,2014,14,12,2,0,,16,10.0,11.6,36.6,24.7,Bryan,Harsin,
Boise State,2015,13,9,4,0,23,,8.1,11.8,32.2,20.2,Bryan,Harsin,
Boise State,2016,13,10,3,0,,,6.9,11.5,36.7,25,Bryan,Harsin,
Boise State,2017,14,11,3,0,,22,7.7,9.1,28.6,20.5,Bryan,Harsin,
Boise State,2018,13,10,3,0,22,,9.3,12.2,37.1,22.8,Bryan,Harsin,
Boise State,2019,14,12,2,0,,23,8.9,8.1,32.9,25,Bryan,Harsin,
Rice,1998,11,5,6,0,,,-0.4,2.6,28.5,26.6,Ken,Hatfield,
Rice,1999,11,5,6,0,,,-5.3,-2.4,26.6,29,Ken,Hatfield,
Rice,2000,11,3,8,0,,,-8.9,-7.4,28,34.3,Ken,Hatfield,
Rice,2001,12,8,4,0,,,-8.5,-12,29.2,38.2,Ken,Hatfield,
Rice,2002,11,4,7,0,,,-13.6,-16.9,22.7,37.3,Ken,Hatfield,
Rice,2003,12,5,7,0,,,-10.2,-14.5,30.7,41.2,Ken,Hatfield,
Rice,2004,11,3,8,0,,,-12.0,-13,30.7,40.2,Ken,Hatfield,
Rice,2005,11,1,10,0,,,-18.9,-21.6,20,41.7,Ken,Hatfield,
UNLV,2010,13,2,11,0,,,-16.5,-24,18.1,40.8,Bobby,Hauck,
UNLV,2011,12,2,10,0,,,-21.1,-24.1,14.3,37.9,Bobby,Hauck,
UNLV,2012,13,2,11,0,,,-15.7,-16.7,19,35.4,Bobby,Hauck,
UNLV,2013,13,7,6,0,,,-8.3,-10.1,26.8,34.2,Bobby,Hauck,
UNLV,2014,13,2,11,0,,,-21.1,-17.6,22,39.1,Bobby,Hauck,
Boise State,2001,12,8,4,0,,,1.1,2.4,35.9,34.4,Dan,Hawkins,
Boise State,2002,13,12,1,0,,15,13.9,13.1,44.1,33.7,Dan,Hawkins,
Boise State,2003,14,13,1,0,,16,10.5,12.8,41.5,31.6,Dan,Hawkins,
Boise State,2004,12,11,1,0,,12,15.3,19.3,50.9,36.9,Dan,Hawkins,
Boise State,2005,13,9,4,0,18,,5.4,4.5,29.5,24.9,Dan,Hawkins,
Colorado,2006,12,2,10,0,,,-2.4,1.8,20.1,18.9,Dan,Hawkins,
Colorado,2007,13,6,7,0,,,3.0,4.2,29.1,23.9,Dan,Hawkins,
Colorado,2008,12,5,7,0,,,-2.1,-2.7,23,23.2,Dan,Hawkins,
Colorado,2009,12,3,9,0,,,-4.4,0.2,20.6,19.3,Dan,Hawkins,
Colorado,2010,9,3,6,0,,,-1.7,-1.9,27.3,27.7,Dan,Hawkins,
Kansas,2001,3,1,2,0,,,-10.5,-6.8,30.4,35.9,Tom,Hayes,
Kent State,2013,12,4,8,0,,,-11.1,-13.8,21.2,34,Paul,Haynes,
Kent State,2014,11,2,9,0,,,-17.7,-13.7,16.7,29.5,Paul,Haynes,
Kent State,2015,12,3,9,0,,,-17.9,-11.9,10.6,21.3,Paul,Haynes,
Kent State,2016,12,3,9,0,,,-10.5,-12,16.6,27.4,Paul,Haynes,
Kent State,2017,12,2,10,0,,,-22.7,-20.2,14.3,32.4,Paul,Haynes,
Miami (OH),2009,12,1,11,0,,,-19.7,-18.9,17.7,33.9,Michael,Haywood,
Miami (OH),2010,13,9,4,0,,,-11.2,-6.7,21.9,26.6,Michael,Haywood,
Kent State,2011,12,5,7,0,,,-10.7,-10.4,11.8,21.9,Darrell,Hazell,
Kent State,2012,14,11,3,0,,,-0.5,-0.1,26.6,28.4,Darrell,Hazell,
Purdue,2013,12,1,11,0,,,-15.7,-15.7,19.2,33.4,Darrell,Hazell,
Purdue,2014,12,3,9,0,,,-6.7,-6.2,22.7,30.2,Darrell,Hazell,
Purdue,2015,12,2,10,0,,,-9.2,-7.4,26.6,33.5,Darrell,Hazell,
Purdue,2016,6,3,3,0,,,-12.7,-11,25.1,35.6,Darrell,Hazell,
Charlotte,2019,13,7,6,0,,,-10.3,-6.3,29.9,35.1,Will,Healy,2018-12-04T00:00:00.000Z
Oregon,2013,13,11,2,0,3,9,26.7,28.7,46.8,18.1,Mark,Helfrich,
Oregon,2014,15,13,2,0,3,2,27.1,24.7,48.1,23.2,Mark,Helfrich,
Oregon,2015,13,9,4,0,7,19,12.3,15.9,46.7,30.4,Mark,Helfrich,
Oregon,2016,12,4,8,0,24,,2.2,6.1,42.5,36.1,Mark,Helfrich,
USC,2013,1,1,0,0,24,19,15.7,22.5,36.6,12.5,Clay,Helton,
USC,2015,9,5,4,0,8,,13.6,16.8,38.6,23.3,Clay,Helton,
USC,2016,13,10,3,0,20,3,19.4,23.6,39.2,17.1,Clay,Helton,
USC,2017,14,11,3,0,4,12,11.9,17.9,38.5,20,Clay,Helton,
USC,2018,12,5,7,0,15,,1.3,9.7,31.7,22.5,Clay,Helton,
USC,2019,13,8,5,0,,,9.5,13.1,39,26.7,Clay,Helton,
Houston,1998,11,3,8,0,,,-5.2,-4.9,29.6,34,Kim,Helton,
Houston,1999,11,7,4,0,,,2.2,1.8,26.3,25.2,Kim,Helton,
Western Kentucky,2019,13,9,4,0,,,0.0,1.7,23.6,21.1,Tyson,Helton,2018-11-27T00:00:00.000Z
Houston,2015,14,13,1,0,,8,14.3,6.2,33.6,28.4,Tom,Herman,
Houston,2016,12,9,3,0,15,,5.4,10.1,30.8,21.7,Tom,Herman,
Texas,2017,13,7,6,0,23,,11.1,10.6,26.7,16.3,Tom,Herman,
Texas,2018,14,10,4,0,23,,12.1,11.3,35.3,24.4,Tom,Herman,
Texas,2019,13,8,5,0,10,25,16.0,12,38.7,28.5,Tom,Herman,
UCF,2018,13,12,1,0,21,,14.9,16.5,39.9,25.2,Josh,Heupel,
UCF,2019,13,10,3,0,17,24,13.3,19.1,37.3,18.1,Josh,Heupel,
Purdue,2012,1,0,1,0,,,-4.2,-1,27.6,27,Patrick,Higgins,
San José State,2001,12,3,9,0,,,-15.0,-14.5,32.4,42.4,Fitz,Hill,
San José State,2002,13,6,7,0,,,-10.9,-11.6,35,42.3,Fitz,Hill,
San José State,2003,11,3,8,0,,,-16.9,-20.2,28.8,43.4,Fitz,Hill,
San José State,2004,11,2,9,0,,,-18.9,-22.8,33.3,NaN,Fitz,Hill,
Fresno State,1998,11,5,6,0,,,-1.3,0,27.2,27.4,Pat,Hill,
Fresno State,1999,13,8,5,0,,,1.3,6,35.6,31.7,Pat,Hill,
Fresno State,2000,12,7,5,0,,,3.4,4.9,30.5,27.4,Pat,Hill,
Fresno State,2001,14,11,3,0,,,9.1,13.3,44.4,33.9,Pat,Hill,
Fresno State,2002,14,9,5,0,,,-2.8,-0.4,32.9,33.5,Pat,Hill,
Fresno State,2003,14,9,5,0,,,-4.3,-2.4,26.2,28.5,Pat,Hill,
Fresno State,2004,12,9,3,0,,22,14.6,14.9,43.8,32.1,Pat,Hill,
Fresno State,2005,13,8,5,0,24,,9.9,10.6,36.4,25.8,Pat,Hill,
Fresno State,2006,12,4,8,0,,,-6.4,-8.1,21.6,29.4,Pat,Hill,
Fresno State,2007,13,9,4,0,,,0.1,1.8,33.2,32,Pat,Hill,
Fresno State,2008,13,7,6,0,,,-6.4,-3.5,29.4,33.4,Pat,Hill,
Fresno State,2009,13,8,5,0,,,-2.1,4.1,33.5,32.1,Pat,Hill,
Fresno State,2010,13,8,5,0,,,-2.3,3.7,29.9,27.5,Pat,Hill,
Fresno State,2011,13,4,9,0,,,-7.4,-6,30.4,35.7,Pat,Hill,
Miami (OH),1999,11,7,4,0,,,-2.7,-2.7,32.2,34.4,Terry,Hoeppner,
Miami (OH),2000,11,6,5,0,,,-9.9,-13,25.6,35.9,Terry,Hoeppner,
Miami (OH),2001,12,7,5,0,,,-0.8,6,34.2,30,Terry,Hoeppner,
Miami (OH),2002,12,7,5,0,,,0.6,4.6,38,34.4,Terry,Hoeppner,
Miami (OH),2003,14,13,1,0,,10,18.6,22.1,46.3,28.4,Terry,Hoeppner,
Miami (OH),2004,13,8,5,0,,,-2.6,-0.3,33.2,33.9,Terry,Hoeppner,
Indiana,2005,11,4,7,0,,,-3.1,-4.7,26.2,30.9,Terry,Hoeppner,
Indiana,2006,12,5,7,0,,,-6.1,-9.9,21.6,31.2,Terry,Hoeppner,
Buffalo,2001,11,3,8,0,,,-17.9,-23.1,16,36.8,Jim,Hofher,
Buffalo,2002,12,1,11,0,,,-22.0,-26,19.1,41.4,Jim,Hofher,
Buffalo,2003,12,1,11,0,,,-20.0,-20.1,22.3,39.4,Jim,Hofher,
Buffalo,2004,11,2,9,0,,,-25.4,-27.6,17.3,40.9,Jim,Hofher,
Buffalo,2005,11,1,10,0,,,-24.7,-28.6,7.2,35.8,Jim,Hofher,
Ball State,2003,12,4,8,0,,,-13.0,-13,28.8,38.3,Brady,Hoke,
Ball State,2004,11,2,9,0,,,-21.0,-18.7,26.8,41.6,Brady,Hoke,
Ball State,2005,11,4,7,0,,,-11.0,-18.5,16.3,34.8,Brady,Hoke,
Ball State,2006,12,5,7,0,,,-4.3,-7.5,22.6,32,Brady,Hoke,
Ball State,2007,13,7,6,0,,,-2.9,-4.6,29,33.6,Brady,Hoke,
Ball State,2008,13,12,1,0,,,4.2,14.3,38.9,26.1,Brady,Hoke,
San Diego State,2009,12,4,8,0,,,-11.7,-11,19.5,28.7,Brady,Hoke,
San Diego State,2010,13,9,4,0,,,6.6,8.9,34.3,25.5,Brady,Hoke,
Michigan,2011,13,11,2,0,,12,15.8,20,39.3,18.8,Brady,Hoke,
Michigan,2012,13,8,5,0,8,24,11.0,20.5,36.2,16.6,Brady,Hoke,
Michigan,2013,13,7,6,0,17,,7.6,11.1,31.2,20.2,Brady,Hoke,
Michigan,2014,12,5,7,0,,,1.6,8.2,27,19,Brady,Hoke,
Tennessee,2017,2,0,2,0,25,,-7.3,1.2,25.8,25.7,Brady,Hoke,
West Virginia,2011,13,10,3,0,24,17,9.2,16.8,38.7,21,Dana,Holgorsen,
West Virginia,2012,13,7,6,0,11,,6.1,8.1,39.1,29.4,Dana,Holgorsen,
West Virginia,2013,12,4,8,0,,,-2.5,-0.9,25.9,27.2,Dana,Holgorsen,
West Virginia,2014,13,7,6,0,,,11.5,8.4,31.3,24.3,Dana,Holgorsen,
West Virginia,2015,13,8,5,0,,,11.0,12.9,34.4,19.9,Dana,Holgorsen,
West Virginia,2016,13,10,3,0,,18,10.4,11.3,35.7,22.8,Dana,Holgorsen,
West Virginia,2017,13,7,6,0,22,,6.5,5.6,33.6,27.2,Dana,Holgorsen,
West Virginia,2018,12,8,4,0,17,,17.9,13.2,41.1,29.2,Dana,Holgorsen,
Houston,2019,12,4,8,0,,,-0.1,-4.3,29.6,35.4,Dana,Holgorsen,
Marshall,2010,12,5,7,0,,,-14.1,-14.1,15.7,27.8,Doc,Holliday,
Marshall,2011,13,7,6,0,,,-8.8,-8,20.5,28.5,Doc,Holliday,
Marshall,2012,12,5,7,0,,,-11.2,-1.4,31.9,33.9,Doc,Holliday,
Marshall,2013,14,10,4,0,,,4.0,8.3,33.4,25.5,Doc,Holliday,
Marshall,2014,14,13,1,0,,23,14.6,16.8,38.4,23.1,Doc,Holliday,
Marshall,2015,13,10,3,0,,,-0.2,3.5,25.4,20.3,Doc,Holliday,
Marshall,2016,12,3,9,0,,,-20.0,-12.7,24.6,35.8,Doc,Holliday,
Marshall,2017,13,8,5,0,,,-2.7,-4.5,19.4,23.9,Doc,Holliday,
Marshall,2018,13,9,4,0,,,-1.6,1,22,20.5,Doc,Holliday,
Marshall,2019,13,8,5,0,,,-4.7,-1.9,23.8,26.6,Doc,Holliday,
Arkansas State,1998,12,4,8,0,,,-22.4,-28.2,17,41.4,Joe,Hollis,
Arkansas State,1999,11,4,7,0,,,-14.3,-15.5,24.5,37.3,Joe,Hollis,
Arkansas State,2000,11,1,10,0,,,-14.3,-13.3,31.2,40.7,Joe,Hollis,
Arkansas State,2001,11,2,9,0,,,-27.1,-35.5,12.2,42.2,Joe,Hollis,
California,1998,11,5,6,0,,,-1.3,-2.5,22.6,25.2,Tom,Holmoe,
California,1999,11,4,7,0,,,-2.9,-1.4,23.3,24.7,Tom,Holmoe,
